keyword,title,description,link,pub_date,sentiment,nouns
반도체,[부자들의 투자노트] 야누스 헨더슨 &quot;밸류에이션 무시하고 실적 주목해...,"현재 시장의 전망치들은 너무 낙관적입니다.] ◇ HSBC &quot;반도체 랠리 지속 여부, 유가·금리에 달려&quot; 마이크론의 깜짝 실적에 주춤했던 반도체주 랠리에는 다시 불이 붙었죠. 그렇다면 반도체주 랠리, 어디까지 갈 수... ",https://n.news.naver.com/mnews/article/374/0000518357?sid=104,"Fri, 26 Jun 2026 07:48:00 +0900",긍정,"부자들의, 투자노트, 야누스, 헨더슨, 밸류에이션"
반도체,"&quot;풀스택 역량 시너지&quot;…SKT, SK하이닉스 미국 AI 투자법인에 7383억 출자","그룹 계열사 간 공동 투자 협력 시스템 및 글로벌 거점 연동 구조, AI 데이터센터 풀스택 운영 역량 중심의 가치 창출망 결합이라는 이번 AI 반도체시장 고도화의 이면에는 SK그룹과 SK텔레콤이 다져온 선제적인... ",https://www.financialpost.co.kr/news/articleView.html?idxno=264020,"Fri, 26 Jun 2026 07:48:00 +0900",중립,"풀스택, 역량, 시너지, 하이닉스, 미국"
반도체,"KB &quot;LG이노텍, 광학 넘어 AI 반도체 기판으로…반도체주 동조화 기대&quot;","(AI) 반도체 기판 성장성을 근거로 투자의견 ‘매수’와 목표주가 200만원을 유지했다. 광학솔루션... AI 반도체 기판 가동률이 100%에 근접한 가운데 판가 상승이 이어지고, 광학솔루션 신제품 판매가격도... ",https://www.etoday.co.kr/news/view/2597435,"Fri, 26 Jun 2026 07:46:00 +0900",긍정,"이노텍, 광학, 넘어, 반도체, 기판으로"
반도체,강기정 광주시장 &quot;앰코 1조 투자 확정…정부 20조 약속 이행하라&quot;,반도체 후공정 분야에서 세계적인 경쟁력을 보유한 기업인 앰코테크놀로지가 광주에 1조 원 규모의 투자를... 대기업 반도체 공장 유치를 위해 정부의 파격적인 보조금 지원이 필요하다고 강조했습니다. 특히 정부가... ,https://kjmbc.co.kr/NewsArticle/1524823,"Fri, 26 Jun 2026 07:45:00 +0900",중립,"강기정, 광주시장, 앰코, 투자, 확정"
반도체,"LG이노텍, 실적 서프라이즈 시작된다…200만원 전망-KB",김동원 KB증권 리서치본부장은 이날 보고서에서 “현재 인공지능(AI) 기판은 메모리 반도체 사이클과 동행하고 있다”며 “향후 반도체 주가와 동조화가 본격화될 경우 LG이노텍은 성장주로 재평가될 가능성이... ,https://n.news.naver.com/mnews/article/018/0006315211?sid=101,"Fri, 26 Jun 2026 07:45:00 +0900",긍정,"이노텍, 실적, 서프라이즈, 시작된다, 만원"
반도체,국지적 호재 속 거래 절벽 지속…하락세 지속,◀ 앵 커 ▶ 반도체 투자에 대한 기대감이 높아지면서 일부 우리 지역에서는 청약 경쟁률이 치솟고... ◀ 리포트 ▶ 반도체 투자로 들썩이고 있는 광주 첨단3지구 아파트 건설 현장입니다. 최근 분양에 나선 한 아파트의... ,https://kjmbc.co.kr/NewsArticle/1524822,"Fri, 26 Jun 2026 07:45:00 +0900",중립,"국지적, 호재, 거래, 절벽, 지속"
반도체,2026_6_26 오늘의 주요뉴스,광주·전남에 수 백조 원 규모의 대기업 반도체 클러스터 투자가 가시화되면서 인재와 인프라를 갖춘 최적의 입지가 어디가 될지 관심이 집중되고 있습니다. 반도체 후공정 분야에서 세계적인 경쟁력을 보유한 기업인... ,https://kjmbc.co.kr/NewsArticle/1524819,"Fri, 26 Jun 2026 07:45:00 +0900",중립,"오늘의, 주요뉴스, 광주, 전남에, 백조"
반도체,수백조 반도체 투자 현실로… 핵심은 '인재가 살고 싶은 곳',◀ 앵 커 ▶ 통합을 앞둔 광주전남에 대기업 반도체 공장이 들어선다는 대형 호재가 점차 사실로 다가오고... ◀ 리포트 ▶ 삼성전자와 SK하이닉스 등이 전남광주통합특별시에 초대형 반도체 기지를 짓는 방안을 검토하고... ,https://kjmbc.co.kr/NewsArticle/1524821,"Fri, 26 Jun 2026 07:45:00 +0900",긍정,"수백조, 반도체, 투자, 현실로, 핵심은"
반도체,"[오늘의 투자전략] 코스피, 급반등 후 차익실현 압력 전망⋯반도체 쏠림...",마이크론발 반도체 랠리에도 인공지능(AI) 투자 비용 부담과 주도주 쏠림 현상이 맞물리며 장중 수급... 전날 미국 증시는 5월 개인소비지출(PCE) 물가 안도감과 마이크론 어닝 서프라이즈에 따른 반도체주 랠리에도... ,https://www.etoday.co.kr/news/view/2597434,"Fri, 26 Jun 2026 07:44:00 +0900",중립,"오늘의, 투자전략, 코스피, 급반등, 차익실현"
반도체,기술주 약세에 뉴욕증시 혼조…나스닥 0.5%↓,장 초반에는 인공지능(AI) 반도체 수요 기대감에 상승 흐름을 보였으나 대형 기술주 약세가 이어지며... AI 데이터센터 투자 확대에 따른 메모리 반도체 수요 증가 기대가 주가를 끌어올렸다. 반면 애플은 메모리 등... ,http://www.smedaily.co.kr/news/articleView.html?idxno=359329,"Fri, 26 Jun 2026 07:44:00 +0900",긍정,"기술주, 약세에, 뉴욕증시, 혼조, 나스닥"
